ID	ACTIVATIONDATE	DEACTIVATIONDATE	NAME	STATIONNUMBER	VISTANAME	AGENCY_ID	STREETCOUNTRY_ID	STREETADDRESSLINE1	STREETADDRESSLINE2	STREETADDRESSLINE3	STREETCITY	STREETSTATE_ID	STREETCOUNTY_ID	STREETPOSTALCODE	MAILINGCOUNTRY_ID	MAILINGADDRESSLINE1	MAILINGADDRESSLINE2	MAILINGADDRESSLINE3	MAILINGCITY	MAILINGSTATE_ID	MAILINGCOUNTY_ID	MAILINGPOSTALCODE	FACILITYTYPE_ID	MFN_ZEG_RECIPIENT	PARENT_ID	REALIGNEDFROM_ID	REALIGNEDTO_ID	VISN_ID	VERSION	CREATED	UPDATED	CREATEDBY	UPDATEDBY	CODE	POSTALNAME
"1,001,752"			ST CHARLES MO CBOC (657GD)	657GD	ST. CHARLES MO CBOC	"1,009,121"	"1,006,840"	844 WATERBURY FALLS DR			O'FALLON	"1,009,329"		63368-2215	"1,006,840"	844 WATERBURY FALLS DR			O'FALLON	"1,009,329"		63368-2215	"1,009,148"	0	"1,000,238"			"1,002,215"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 8:25:26.134351 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	MO
"1,001,754"	04/01/2001 00:00:00		WEST PLAINS MO CBOC (657GF)	657GF	WEST PLAINS MO CBOC	"1,009,121"	"1,006,840"	1801 E STATE ROUTE K			WEST PLAINS	"1,009,329"		65775-6616	"1,006,840"								"1,009,148"	0	"1,001,732"	"1,001,675"		"1,002,215"	0	6/4/2004 1:18:48.000000 PM	3/19/2013 8:23:37.117041 AM	Initial Load	DataBroker - CQ# 0846 2/12/2013	CBOC	MO
"1,001,755"	04/01/2001 00:00:00		PARAGOULD AR CBOC (657GG)	657GG	PARAGOULD CBOC	"1,009,121"	"1,006,840"	2420 LINWOOD DRIVE SUITE 3			PARAGOULD	"1,009,305"		72450-6122	"1,006,840"	2420 LINWOOD DRIVE SUITE 3			PARAGOULD	"1,009,305"		72450-6122	"1,009,148"	0	"1,001,732"	"1,001,676"		"1,002,215"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 10:19:26.531371 AM	Initial Load	DataBroker - CQ# 0765 12/09/2011	CBOC	AR
"1,002,228"			MEXICO CBOC (MO)	589GX	MEXICO CBOC (MO)	"1,009,121"	"1,006,840"	3460 S CLARK STREET			MEXICO	"1,009,329"		65265-4124	"1,006,840"								"1,009,148"	0	"1,001,262"			"1,002,215"	0	6/4/2004 1:19:04.000000 PM	4/30/2015 12:21:27.002197 PM	Initial Load	DataBroker - CQ# 0929 04/01/2015	CBOC	MO
"1,002,234"			LAKESIDE CBOC	537GD	LAKESIDE CBOC	"1,009,121"	"1,006,840"	211 E ONTARIO			CHICAGO	"1,009,317"		60611-3468	"1,006,840"	211 E ONTARIO			CHICAGO	"1,009,317"		60611-3468	"1,009,148"	0	"1,000,140"			"1,002,212"	0	11/23/2004 8:34:07.000000 AM	2/3/2012 10:18:07.942302 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	IL
"1,002,235"			PATERSON CBOC	561GJ	PATERSON CBOC	"1,009,121"	"1,006,840"	275 GETTY AVENUE			PATERSON	"1,009,334"		07503-2650	"1,006,840"	275 GETTY AVENUE			PATERSON	"1,009,334"		07503-2650	"1,009,148"	0	"1,000,159"			"1,002,203"	0	11/23/2004 8:34:07.000000 AM	2/3/2012 10:18:07.945415 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	NJ
"1,002,236"			COLUMBUS	586GF	COLUMBUS CBOC	"1,009,121"	"1,006,840"	824 Alabama Street			Columbus	"1,009,328"		39702-5436	"1,006,840"	824 Alabama Street			Columbus	"1,009,328"		39702-5436	"1,009,148"	0	"1,000,178"			"1,002,216"	0	11/23/2004 8:34:07.000000 AM	12/22/2011 10:19:27.093420 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	MS
"1,002,239"			"MENA, AR (CBOC)"	598GD	MENA AR (CBOC)	"1,009,121"	"1,006,840"	1706 Highway 71 North			Mena	"1,009,305"		71953-8917	"1,006,840"	1706 Highway 71 North			Mena	"1,009,305"		71953-8917	"1,009,148"	0	"1,000,189"			"1,002,216"	0	11/23/2004 8:34:07.000000 AM	5/30/2008 7:22:10.404918 AM	Initial Load	DataBroker - 06/30/07 changes	CBOC	AR
"1,002,240"			FREEPORT CBOC	607GF	FREEPORT CBOC	"1,009,121"	"1,006,840"	"750 KIWANIS DRIVE, SUITE #250"			FREEPORT	"1,009,317"		61032-7119									"1,009,148"	0	"1,000,197"			"1,002,212"	0	11/23/2004 8:34:07.000000 AM	10/6/2015 8:36:32.976656 AM	Initial Load	DataBroker - CQ# 0934 09/01/2015	CBOC	IL
"1,002,242"			HOUMA CBOC	629GA	HOUMA CBOC	"1,009,121"	"1,006,840"	6433 WEST PARK AVENUE			HOUMA	"1,009,322"		70364-2238	"1,006,840"	1750 MARTIN LUTHER KING JR BLVD STE 107			HOUMA	"1,009,322"		70360-2645	"1,009,148"	0	"1,000,215"			"1,002,216"	0	11/23/2004 8:34:07.000000 AM	8/6/2015 2:37:05.010378 PM	Initial Load	DataBroker - CQ# 0932 07/08/2015	CBOC	LA
"1,002,247"			DUPONT VA CLINIC	603GD	DUPONT VA CLINIC	"1,009,121"	"1,006,840"	4010 Dupont Circle			Louisville	"1,009,321"		40207-4812	"1,006,840"	4010 Dupont Circle			Louisville	"1,009,321"		40207-4812	"1,009,148"	0	"1,000,194"			"1,002,209"	0	12/14/2004 8:34:55.000000 AM	12/9/2015 9:44:40.821148 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	KY
"1,002,248"			NEWBURG VA CLINIC	603GE	NEWBURG VA CLINIC	"1,009,121"	"1,006,840"	3430 Newburg Road			Louisville	"1,009,321"		40218-2497	"1,006,840"	3430 Newburg Road			Louisville	"1,009,321"		40218-2497	"1,009,148"	0	"1,000,194"			"1,002,209"	0	12/14/2004 8:34:55.000000 AM	12/9/2015 9:44:40.826732 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	KY
"1,002,249"			MEMPHIS SOUTH VA CLINIC	614GF	MEMPHIS SOUTH VA CLINIC	"1,009,121"	"1,006,840"	1056 EAST RAINES ROAD			MEMPHIS	"1,009,347"		38116-6337	"1,006,840"	1056 EAST RAINES ROAD			MEMPHIS	"1,009,347"		38116-6337	"1,009,148"	0	"1,000,204"			"1,002,209"	0	12/14/2004 8:34:55.000000 AM	12/9/2015 9:44:42.052100 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	TN
"1,002,252"			GLOUCESTER COUNTY VA CLINIC	642GD	GLOUCESTER COUNTY VA CLINIC	"1,009,121"	"1,006,840"	211 COUNTY HOUSE ROAD			SEWELL	"1,009,334"		08080-2525	"1,006,840"	211 COUNTY HOUSE ROAD			SEWELL	"1,009,334"	"1,010,016"	08080-2525	"1,009,148"	0	"1,000,224"			"1,002,204"	0	12/14/2004 8:34:55.000000 AM	12/28/2015 11:05:25.960193 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	NJ
"1,002,253"			SALEM MO MOBILE OUTREACH CLINIC (657GN)	657GN	SALEM MO CBOC	"1,009,121"	"1,006,840"	35629 HWY 72 NORTH			SALEM	"1,009,329"		65560-7217	"1,006,840"	35629 HWY 72 NORTH			SALEM	"1,009,329"		65560-7217	"1,009,148"	0	"1,001,732"			"1,002,215"	0	12/14/2004 8:34:55.000000 AM	12/22/2011 10:19:27.130921 AM	Initial Load	DataBroker - CQ# 0765 12/09/2011	CBOC	MO
"1,002,263"			NEW PHILADELPHIA CBOC	541GJ	NEW PHILADELPHIA CBOC	"1,009,121"	"1,006,840"	"1260 MONROE AVE, SUITE 15H"			NEW PHILADELPHIA	"1,009,339"		44663-4160	"1,006,840"	"1260 MONROE AVE, SUITE 15H"			NEW PHILADELPHIA	"1,009,339"		44663-4160	"1,009,148"	0	"1,000,144"			"1,002,210"	0	6/22/2005 8:29:19.000000 AM	2/3/2012 10:18:07.948598 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	OH
"1,002,264"			RAVENNA CBOC	541GK	RAVENNA CBOC	"1,009,121"	"1,006,840"	6751 NORTH CHESTNUT STREET			RAVENNA	"1,009,339"		44266-3903	"1,006,840"	6751 NORTH CHESTNUT STREET			RAVENNA	"1,009,339"		44266-3903	"1,009,148"	0	"1,000,144"			"1,002,210"	0	6/22/2005 8:29:19.000000 AM	2/3/2012 10:18:07.951434 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	OH
"1,002,268"			THE VILLAGES VA CLINIC	573GI	THE VILLAGES VA CLINIC	"1,009,121"	"1,006,840"	8900 SE 165TH MULBERRY LANE			THE VILLAGES	"1,009,312"		32162-5603	"1,006,840"	8900 SE 165TH MULBERRY LANE			THE VILLAGES	"1,009,312"		32162-5603	"1,009,148"	0	"1,000,168"			"1,002,208"	0	6/22/2005 8:29:19.000000 AM	12/9/2015 9:44:40.541645 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	FL
"1,002,269"			GALVESTON COUNTY VA CLINIC	580GC	GALVESTON COUNTY VA CLINIC	"1,009,121"	"1,006,840"	3828 AVENUE N			GALVESTON	"1,009,348"		77550-6693									"1,009,148"	0	"1,000,173"			"1,002,216"	0	6/22/2005 8:29:19.000000 AM	7/1/2015 4:23:24.494564 PM	Initial Load	DataBroker - CQ# 0931 06/03/2015	CBOC	TX
"1,002,272"			COVINGTON VA CLINIC	614GE	COVINGTON VA CLINIC	"1,009,121"	"1,006,840"	3461 AUSTIN PEAY HWY			MEMPHIS	"1,009,347"		38128-3801	"1,006,840"	3461 AUSTIN PEAY HWY			MEMPHIS	"1,009,347"		38128-3801	"1,009,148"	0	"1,000,204"			"1,002,209"	0	6/22/2005 8:29:19.000000 AM	12/9/2015 9:44:42.046057 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	TN
"1,002,273"			EASTERN DUTCHESS CBOC	620GH	EASTERN DUTCHESS CBOC	"1,009,121"	"1,006,840"	"2881 CHURCH STREET, RT 199"			PINE PLAINS	"1,009,336"		12567-5545	"1,006,840"	"2881 CHURCH STREET, RT 199"			PINE PLAINS	"1,009,336"		12567-5545	"1,009,148"	0	"1,000,209"			"1,002,203"	0	6/22/2005 8:29:19.000000 AM	12/22/2011 10:19:27.148976 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	NY
"1,002,274"			FAYETTE COUNTY VA CLINIC	646GE	FAYETTE COUNTY VA CLINIC	"1,009,121"	"1,006,840"	"635 PITTSBURGH RD, #520"			UNIONTOWN	"1,009,342"		15401-2215	"1,006,840"						"1,010,086"		"1,009,148"	0	"1,000,227"			"1,002,204"	0	6/22/2005 8:29:19.000000 AM	12/28/2015 11:05:25.917388 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	PA
"1,002,277"			NORTHAMPTON COUNTY CLINIC	693GG	NORTHAMPTON COUNTY CLINIC	"1,009,121"	"1,006,840"	701 SLATE BELT BLVD			BANGOR	"1,009,342"		18013-9341	"1,006,840"	701 SLATE BELT BLVD			BANGOR	"1,009,342"		18013-9341	"1,009,148"	0	"1,000,268"			"1,002,204"	0	6/22/2005 8:29:19.000000 AM	12/22/2011 8:25:27.184442 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	PA
"1,002,278"			MARION CBOC	757GC	MARION CBOC	"1,009,121"	"1,006,840"	1203 Delaware Avenue			Marion	"1,009,339"		43302-6419									"1,009,148"	0	"1,000,303"			"1,002,210"	0	6/22/2005 8:29:19.000000 AM	12/22/2011 8:25:27.190462 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	OH
"1,001,330"			CAMP HILL VA CLINIC	595GA	CAMP HILL VA CLINIC	"1,009,121"	"1,006,840"	25 NORTH 32 ST			CAMP HILL	"1,009,342"		17011-2918	"1,006,840"	25 NORTH 32 ST			CAMP HILL	"1,009,342"		17011-2918	"1,009,148"	0	"1,000,186"			"1,002,204"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:25.795923 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	PA
"1,001,332"			LANCASTER VA CLINIC	595GC	LANCASTER VA CLINIC	"1,009,121"	"1,006,840"	1861 CHARTER LANE #118			LANCASTER	"1,009,342"		17605-6736	"1,006,840"	1861 CHARTER LANE #118			LANCASTER	"1,009,342"		17605-6736	"1,009,148"	0	"1,000,186"			"1,002,204"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:26.052100 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	PA
"1,001,333"			BERKS VA OUTPATIENT CLINIC	595GD	READING	"1,009,121"	"1,006,840"	"2762 CENTURY BLVD, #120"			WYOMISSING	"1,009,342"		19610-3345	"1,006,840"								"1,009,148"	0	"1,000,186"			"1,002,204"	0	6/4/2004 1:18:48.000000 PM	3/8/2016 12:55:58.033418 PM	Initial Load	DataBroker - CQ# 0940 2/8/2016	CBOC	PA
"1,001,334"			YORK VA CLINIC	595GE	YORK VA CLINIC	"1,009,121"	"1,006,840"	2251 EASTERN BLVD			YORK	"1,009,342"		17403-2917	"1,006,840"								"1,009,148"	0	"1,000,186"			"1,002,204"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:26.407143 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	PA
"1,001,337"			LEXINGTON VETERANS AFFAIRS MEDICAL CENTER	596A4	LEXINGTON-CDD VAMC	"1,009,121"	"1,006,840"	1101 VETERANS DRIVE			LEXINGTON	"1,009,321"		40502-2235	"1,006,840"	1101 VETERANS DRIVE			LEXINGTON	"1,009,321"		40502-2235	"1,009,231"	0	"1,000,187"			"1,002,209"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 10:19:26.019762 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	VAMC	KY
"1,001,339"			SOMERSET VA CLINIC	596GA	SOMERSET VA CLINIC	"1,009,121"	"1,006,840"	163 TOWER CIRCLE			SOMERSET	"1,009,321"		42503-3479	"1,006,840"								"1,009,148"	0	"1,000,187"			"1,002,209"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:40.778207 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	KY
"1,001,340"			LEXINGTON MOBILE OUTREACH CLINIC	596HA	LEXINGTON MOBILE MEDIC	"1,009,121"	"1,006,840"	1101 VETERANS DRIVE			LEXINGTON	"1,009,321"		40502-2235	"1,006,840"	1101 VETERANS DRIVE			LEXINGTON	"1,009,321"		40502-2235	"1,009,148"	0	"1,000,187"			"1,002,209"	0	6/4/2004 1:18:48.000000 PM	11/16/2012 10:56:34.980743 AM	Initial Load	DataBroker - CQ# 0790 08/17/2012	CBOC	KY
"1,001,351"			"MOUNTAIN HOME, AR CBOC"	598GA	MOUNTAIN HOME VA CLINIC	"1,009,121"	"1,006,840"	10 MEDICAL PLAZA			MTN HOME	"1,009,305"		72653-2918	"1,006,840"								"1,009,148"	0	"1,000,189"			"1,002,216"	0	6/4/2004 1:18:48.000000 PM	8/6/2015 2:37:04.992769 PM	Initial Load	DataBroker - CQ# 0932 07/08/2015	CBOC	AR
"1,001,352"			"EL DORADO, AR CBOC"	598GB	"EL DORADO, AR (CBOC)"	"1,009,121"	"1,006,840"	460 W. OAK			EL DORADO	"1,009,305"		71730-4500	"1,006,840"	460 W. OAK			EL DORADO	"1,009,305"		71730-4500	"1,009,148"	0	"1,000,189"			"1,002,216"	0	6/4/2004 1:18:48.000000 PM	2/3/2012 10:18:07.886526 AM	Initial Load	DataBroker - CQ# 0768 01/17/2012	CBOC	AR
"1,001,353"			"HOT SPRINGS, AR CBOC"	598GC	"HOT SPRINGS, AR (CBOC)"	"1,009,121"	"1,006,840"	177 SAWTOOTH OAK ST			HOT SPRINGS	"1,009,305"		71901-7160	"1,006,840"								"1,009,148"	0	"1,000,189"			"1,002,216"	0	6/4/2004 1:18:48.000000 PM	12/4/2012 2:30:43.453818 PM	Initial Load	DataBroker - CQ# 0800 10/17/2012	CBOC	AR
"1,001,359"			ANAHEIM VETERANS HEALTH CLINIC	600GA	"ANAHEIM,CA CBOC"	"1,009,121"	"1,006,840"	2569 W. WOODLAND DR			ANAHEIM	"1,009,306"		92801-2608	"1,006,840"								"1,009,148"	0	"1,000,191"			"1,002,222"	0	6/4/2004 1:18:48.000000 PM	3/19/2013 8:23:37.090166 AM	Initial Load	DataBroker - CQ# 0846 2/12/2013	CBOC	CA
"1,001,360"			SANTA ANA VETERANS HEALTH CLINIC	600GB	"SANTA ANA,CA CBOC"	"1,009,121"	"1,006,840"	"1506 BROOKHOLLOW DR, #100"			SANTA ANA	"1,009,306"		92705-5405	"1,006,840"								"1,009,148"	0	"1,000,191"			"1,002,222"	0	6/4/2004 1:18:48.000000 PM	12/5/2012 1:04:57.652511 PM	Initial Load	DataBroker - CQ# 0809 11/19/2012	CBOC	CA
"1,001,361"			CABRILLO VETERANS HEALTH CLINIC	600GC	"CABRILLO,CA CBOC"	"1,009,121"	"1,006,840"	"2001 RIVER AVE, BLDG 28"			LONG BEACH	"1,009,306"		90810-3622	"1,006,840"								"1,009,148"	0	"1,000,191"			"1,002,222"	0	6/4/2004 1:18:48.000000 PM	12/4/2012 2:30:43.459031 PM	Initial Load	DataBroker - CQ# 0800 10/17/2012	CBOC	CA
"1,001,362"			WHITTIER/SANTA FE SPRINGS CLINIC	600GD	"WHITTIER,CA CBOC"	"1,009,121"	"1,006,840"	10210 ORR AND DAY ROAD			SANTA FE SPRINGS	"1,009,306"		90670-3500	"1,006,840"	10210 ORR AND DAY ROAD			SANTA FE SPRINGS	"1,009,306"		90670-3500	"1,009,148"	0	"1,000,191"			"1,002,222"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 10:19:26.044227 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	CA
"1,001,368"			"VA HEALTHCARE CENTER, FT. KNOX"	603GA	"FORT KNOX, KY CBOC"	"1,009,121"	"1,006,840"	289 IRELAND AVE			FT KNOX	"1,009,321"		40121-5111	"1,006,840"								"1,009,148"	0	"1,000,194"			"1,002,209"	0	6/4/2004 1:18:48.000000 PM	12/4/2012 2:30:43.464200 PM	Initial Load	DataBroker - CQ# 0800 10/17/2012	CBOC	KY
"1,001,369"			NEW ALBANY VA CLINIC	603GB	NEW ALBANY VA CLINIC	"1,009,121"	"1,006,840"	811 Northgate Blvd.			New Albany	"1,009,318"		47150-6419	"1,006,840"	811 Northgate Blvd.			New Albany	"1,009,318"		47150-6419	"1,009,148"	0	"1,000,194"			"1,002,209"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:40.808040 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	IN
"1,001,370"			SHIVELY VA CLINIC	603GC	SHIVELY VA CLINIC	"1,009,121"	"1,006,840"	3934 N. Dixie Highway			Louisville	"1,009,321"		40216-4163	"1,006,840"	3934 N. Dixie Highway			Louisville	"1,009,321"		40216-4163	"1,009,148"	0	"1,000,194"			"1,002,209"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:40.814841 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	CBOC	KY
"1,001,922"			PALESTINE VA CLINIC	674GA	PALESTINE VA CLINIC	"1,009,121"	"1,006,840"	"2000 SO. LOOP 256, SUITE 124"			PALESTINE	"1,009,348"		75801-5932	"1,006,840"	"2000 SO. LOOP 256, SUITE 124"			PALESTINE	"1,009,348"		75801-5932	"1,009,148"	0	"1,000,253"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:26.163608 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	TX
"1,001,923"			BROWNWOOD VA CLINIC	674GB	BROWNWOOD VA CLINIC	"1,009,121"	"1,006,840"	"2600 MEMORIAL PARK DRIVE, SUITE A"			BROWNWOOD	"1,009,348"		76801-5950	"1,006,840"	"2600 MEMORIAL PARK DRIVE, SUITE A"			BROWNWOOD	"1,009,348"		76801-5950	"1,009,148"	0	"1,000,253"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:25.770927 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	TX
"1,001,924"			BRYAN VA CLINIC	674GC	BRYAN VA CLINIC	"1,009,121"	"1,006,840"	"1651 ROCK PRAIRIE ROAD, SUITE 100"			COLLEGE STATION	"1,009,348"		77845-8652	"1,006,840"	"1651 ROCK PRAIRIE ROAD, SUITE 100"			COLLEGE STATION	"1,009,348"		77845-8652	"1,009,148"	0	"1,000,253"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:25.777432 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	TX
"1,001,925"			CEDAR PARK VA CLINIC	674GD	CEDAR PARK VA CLINIC	"1,009,121"	"1,006,840"	701 E WHITESTONE BLVD			CEDAR PARK	"1,009,348"		78613-6944	"1,006,840"	701 E WHITESTONE BLVD			CEDAR PARK	"1,009,348"		78613-6944	"1,009,148"	0	"1,000,253"			"1,002,217"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:25.814419 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	TX
"1,001,929"			WAUSAU CBOC	676GA	WAUSAU	"1,009,121"	"1,006,840"	515 SOUTH 32 AVE			WAUSAU	"1,009,355"		54401-4074	"1,006,840"	515 SOUTH 32 AVE			WAUSAU	"1,009,355"		54401-4074	"1,009,148"	0	"1,000,254"			"1,002,212"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 8:25:26.487258 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	WI
"1,001,930"			"LEAVENWORTH, WI CBOC"	676GB	"LEAVENWORTH, WI CBOC"	"1,009,121"	"1,006,840"					"1,009,355"											"1,009,148"	0	"1,000,254"			"1,002,212"	0	6/4/2004 1:18:48.000000 PM		Initial Load		CBOC	WI
"1,001,931"			LACROSSE CBOC	676GC	LACROSS	"1,009,121"	"1,006,840"	2600 STATE ROAD			LACROSSE	"1,009,355"		54601-6157	"1,006,840"	2600 STATE ROAD			LACROSSE	"1,009,355"		54601-6157	"1,009,148"	0	"1,000,254"			"1,002,212"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 8:25:26.492489 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	WI
"1,001,710"			SIERRA FOOTHILLS VA CLINIC	654GA	SIERRA FOOTHILLS VA CLINIC	"1,009,121"	"1,006,840"	11985 HERITAGE OAK PLACE			AUBURN	"1,009,306"		95603-2413	"1,006,840"	11985 HERITAGE OAK PLACE			AUBURN	"1,009,306"		95603-2413	"1,009,148"	0	"1,000,235"			"1,002,221"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:26.228867 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	CA
"1,001,711"			CARSON VALLEY VA CLINIC	654GB	CARSON VALLEY VA CLINIC	"1,009,121"	"1,006,840"	1330 WATERLOO LN			GARDNERVILLE	"1,009,332"		89410-5587	"1,006,840"						"1,012,903"		"1,009,148"	0	"1,000,235"			"1,002,221"	0	6/4/2004 1:18:48.000000 PM	12/28/2015 11:05:25.808419 AM	Initial Load	DataBroker - CQ# 0938 12/09/2015	CBOC	NV
"1,001,714"			GAYLORD VA OUTPATIENT CLINIC	655GA	GAYLORD OUTPATIENT CLINIC	"1,009,121"	"1,006,840"	806 S OTSEGO			GAYLORD	"1,009,326"		49735-1725	"1,006,840"	806 S OTSEGO			GAYLORD	"1,009,326"		49735-1725	"1,009,197"	0	"1,000,236"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:15.777609 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	OPC	MI
"1,001,715"			TRAVERSE CITY VA CLINIC	655GB	TRAVERSE CITY VA CLINIC	"1,009,121"	"1,006,840"	3271 RACQUET CLUB DRIVE			TRAVERSE CITY	"1,009,326"		49684-4708	"1,006,840"	3271 RACQUET CLUB DRIVE			TRAVERSE CITY	"1,009,326"		49684-4708	"1,009,148"	0	"1,000,236"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:15.785225 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	MI
"1,001,716"			OSCODA VA CLINIC	655GC	OSCODA VA CLINIC	"1,009,121"	"1,006,840"	5671 SKEEL AVE.			OSCODA	"1,009,326"		48750-1535	"1,006,840"	5671 SKEEL AVE.			OSCODA	"1,009,326"		48750-1535	"1,009,148"	0	"1,000,236"			"1,002,210"	0	6/4/2004 1:18:48.000000 PM	6/9/2016 10:07:15.792440 AM	Initial Load	DataBroker - CQ# 0943 5/4/2016	CBOC	MI
"1,001,719"			BRAINERD VA COMMUNITY OUTPATIENT CLINIC	656GA	BRAINERD CBOC	"1,009,121"	"1,006,840"	722 NW 7th STREET			BRAINERD	"1,009,327"		56401-2912	"1,006,840"	722 NW 7th STREET			BRAINERD	"1,009,327"		56401-2912	"1,009,148"	0	"1,000,237"			"1,002,223"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 8:25:26.070452 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	MN
"1,001,720"			MONTEVIDEO CBOC	656GB	MONTEVIDEO CBOC	"1,009,121"	"1,006,840"	1025 N 13TH ST			MONTEVIDEO	"1,009,327"		56265-1653	"1,006,840"	1025 N 13TH ST			MONTEVIDEO	"1,009,327"		56265-1653	"1,009,148"	0	"1,000,237"			"1,002,223"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 8:25:26.074797 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	MN
"1,001,253"			HATTIESBURG	586GD	HATTIESBURG	"1,009,121"	"1,006,840"	231 Methodist Boulevard			HATTIESBURG	"1,009,328"		39402-1297	"1,006,840"	231 Methodist Boulevard			HATTIESBURG	"1,009,328"		39402-1297	"1,009,148"	0	"1,000,178"			"1,002,216"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 10:19:25.836377 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	MS
"1,001,254"			NATCHEZ	586GE	NATCHEZ	"1,009,121"	"1,006,840"	105 NORTHGATE DRIVE SUITE 2			NATCHEZ	"1,009,328"		39120-9162	"1,006,840"	105 NORTHGATE DRIVE SUITE 2			NATCHEZ	"1,009,328"		39120-9162	"1,009,148"	0	"1,000,178"			"1,002,216"	0	6/4/2004 1:18:48.000000 PM	12/22/2011 10:19:25.840303 AM	Initial Load	DataBroker - CQ# 0757 11/02/2011	CBOC	MS
"1,001,262"	04/01/2001 00:00:00		HARRY S. TRUMAN VAMC	589A4	HARRY S. TRUMAN VAMC	"1,009,121"	"1,006,840"	800 HOSPITAL DRIVE			COLUMBIA	"1,009,329"		65201-5275	"1,006,840"	800 HOSPITAL DRIVE			COLUMBIA	"1,009,329"		65201-5275	"1,009,231"	0	"1,000,180"	"1,000,146"		"1,002,215"	0	6/4/2004 1:18:48.000000 PM	12/9/2015 9:44:40.606433 AM	Initial Load	DataBroker - CQ# 0936 11/03/2015	VAMC	MO
